,source,target,ShpName,post_type,shape_leng,st_label,betweenness_e,physicalid
178,"(-74.00123476628733, 40.71005533303561)","(-74.0026689827997, 40.711548346925774)",CSCL_MN,,679.210983152,BROOKLYN BRIDGE EXIT RAMP,55.0,1171.0
179,"(-74.00113646757461, 40.710175964225336)","(-74.00075289387976, 40.7106738316944)",CSCL_MN,ST,210.271307427,PEARL ST,864521.0,108.0
180,"(-74.00113646757461, 40.710175964225336)","(-74.00109640158827, 40.709951712606184)",CSCL_MN,,82.453274533,FDR DRIVE ENTRY RAMP,232293.0,79124.0
181,"(-74.00113646757461, 40.710175964225336)","(-74.00065407173254, 40.70984187168108)",CSCL_MN,PL,180.836639764,R F WAGNER SR PL,28743.0,96908.0
182,"(-74.00113646757461, 40.710175964225336)","(-74.00245906841764, 40.71157008956837)",CSCL_MN,AVE,629.239348553,AVE OF THE FINEST,757.0,91615.0
183,"(-74.00075289387976, 40.7106738316944)","(-74.00050986097234, 40.71098426944823)",CSCL_MN,ST,131.650098953,PEARL ST,870193.0,115333.0
184,"(-74.00050986097234, 40.71098426944823)","(-74.0008727637329, 40.711696967813054)",CSCL_MN,ST,286.09696164,PEARL ST,99639.0,109.0
185,"(-74.00050986097234, 40.71098426944823)","(-73.99970165821688, 40.711780447756645)",CSCL_MN,PL,366.530980018,ST JAMES PL,776546.0,79866.0
186,"(-74.0008727637329, 40.711696967813054)","(-73.99970165821688, 40.711780447756645)",CSCL_MN,ST,326.089393857,MADISON ST,312617.0,16587.0
187,"(-74.0008727637329, 40.711696967813054)","(-74.00089066487169, 40.71298297256557)",CSCL_MN,ST,468.556810789,PEARL ST,133306.0,182257.0
188,"(-74.0008727637329, 40.711696967813054)","(-74.00245906841764, 40.71157008956837)",CSCL_MN,ST,442.259794203,MADISON ST,337278.0,16588.0
189,"(-74.00125702002342, 40.71349677866759)","(-74.00156635613374, 40.71368306349677)",CSCL_MN,ST,109.362860552,PEARL ST,145376.0,112.0
190,"(-74.00125702002342, 40.71349677866759)","(-74.00291004097915, 40.713067033910036)",CSCL_MN,PL,484.268343688,CARDINAL HAYES PL,6726.0,103822.0
191,"(-74.00125702002342, 40.71349677866759)","(-74.00089640319229, 40.71304741360805)",CSCL_MN,ST,203.221366742,PEARL ST,143966.0,182255.0
192,"(-74.00156635613374, 40.71368306349677)","(-74.00259803769322, 40.71431272665529)",CSCL_MN,ST,366.643015291,PEARL ST,139822.0,113.0
193,"(-74.00156635613374, 40.71368306349677)","(-74.00074652349376, 40.71451035273326)",CSCL_MN,PL,413.287225006,CARDINAL HAYES PL,11424.0,182367.0
194,"(-74.00259803769322, 40.71431272665529)","(-74.00242728601317, 40.714626711188444)",CSCL_MN,ST,123.801054365,CENTRE ST,242103.0,1659.0
195,"(-74.00259803769322, 40.71431272665529)","(-74.00309374140582, 40.713957778271606)",CSCL_MN,ST,188.699566714,CENTRE ST,102525.0,148484.0
196,"(-74.01231160768083, 40.70268653279636)","(-74.01282671055186, 40.70240862667393)",CSCL_MN,ST,175.070792629,WATER ST,43062.0,116.0
197,"(-74.01282671055186, 40.70240862667393)","(-74.01255063481182, 40.701505696215634)",CSCL_MN,ST,337.923517582,WHITEHALL ST,10560.0,129.0
198,"(-74.01282671055186, 40.70240862667393)","(-74.01290278724802, 40.702148843802306)",CSCL_MN,,96.9687638457,PEDESTRIAN AND BIKE PATH LINK,103581.0,176757.0
199,"(-74.01282671055186, 40.70240862667393)","(-74.0136382068042, 40.70237112891527)",CSCL_MN,ST,225.418648235,STATE ST,28516.0,182624.0
200,"(-74.01020028920429, 40.703282192003904)","(-74.0089875528631, 40.704084827772476)",CSCL_MN,ST,445.618623503,WATER ST,84207.0,118.0
201,"(-74.0089875528631, 40.704084827772476)","(-74.00878919300352, 40.70421090241409)",CSCL_MN,ST,71.65608858,WATER ST,91388.0,119.0
202,"(-74.0089875528631, 40.704084827772476)","(-74.00795926163288, 40.70319795134014)",CSCL_MN,,430.921181638,OLD SLIP,18656.0,78367.0
203,"(-74.00878919300352, 40.70421090241409)","(-74.00812645264551, 40.70467179718315)",CSCL_MN,ST,248.920718739,WATER ST,93914.0,120.0
204,"(-74.00878919300352, 40.70421090241409)","(-74.0083250091328, 40.703812929088826)",CSCL_MN,,193.874260788,OLD SLIP,1774.0,91589.0
205,"(-74.00812645264551, 40.70467179718315)","(-74.00739218847701, 40.70518268851541)",CSCL_MN,ST,275.846456264,WATER ST,100294.0,121.0
206,"(-74.00739218847701, 40.70518268851541)","(-74.00676557713751, 40.705623797492336)",CSCL_MN,ST,236.665780668,WATER ST,198220.0,122.0
207,"(-74.00739218847701, 40.70518268851541)","(-74.00689991891616, 40.70482424351016)",CSCL_MN,ST,188.899308052,WALL ST,6570.0,166.0
208,"(-74.00676557713751, 40.705623797492336)","(-74.00602039468583, 40.70614236277377)",CSCL_MN,ST,279.965005818,WATER ST,182432.0,123.0
209,"(-74.00676557713751, 40.705623797492336)","(-74.00621280867381, 40.7053068127227)",CSCL_MN,ST,191.900352378,PINE ST,31483.0,103203.0
210,"(-74.00602039468583, 40.70614236277377)","(-74.00569066852002, 40.70637506246831)",CSCL_MN,ST,124.678954544,WATER ST,188646.0,124.0
211,"(-74.00569066852002, 40.70637506246831)","(-74.00500225478507, 40.70685251869729)",CSCL_MN,ST,258.241404652,WATER ST,194546.0,125.0
212,"(-74.00569066852002, 40.70637506246831)","(-74.00520360455008, 40.70599726715881)",CSCL_MN,ST,192.824874197,FLETCHER ST,530.0,790.0
213,"(-74.00500225478507, 40.70685251869729)","(-74.00455842572836, 40.70640686495701)",CSCL_MN,ST,203.726440777,JOHN ST,13651.0,79750.0
214,"(-74.01255063481182, 40.701505696215634)","(-74.01209135618572, 40.701591314592804)",CSCL_MN,ST,131.11093868,SOUTH ST,6474.0,79695.0
215,"(-74.01255063481182, 40.701505696215634)","(-74.01267027160323, 40.70153692626278)",CSCL_MN,,35.0693124789,PEDESTRIAN AND BIKE PATH LINK,2018.0,176653.0
216,"(-74.01311348010695, 40.70358716582057)","(-74.01318764361285, 40.704042716972225)",CSCL_MN,ST,167.239884055,WHITEHALL ST,123611.0,132.0
217,"(-74.01318764361285, 40.704042716972225)","(-74.01326979484504, 40.70455349630546)",CSCL_MN,,187.480992995,BROADWAY,128241.0,542.0
218,"(-74.01194691411979, 40.70745153141393)","(-74.01170249917278, 40.70775571315629)",CSCL_MN,,129.898344698,BROADWAY,238267.0,536.0
219,"(-74.01194691411979, 40.70745153141393)","(-74.01250774039123, 40.70676706554996)",CSCL_MN,,293.876197291,BROADWAY,143576.0,537.0
220,"(-74.01438184521825, 40.70822414379345)","(-74.01520160164192, 40.708456433170255)",CSCL_MN,ST,242.519791603,RECTOR ST,84234.0,136.0
221,"(-74.01438184521825, 40.70822414379345)","(-74.01405467105796, 40.70907749046819)",CSCL_MN,ST,323.86198245,WASHINGTON ST,3581.0,79613.0
222,"(-74.01438184521825, 40.70822414379345)","(-74.01469808365016, 40.70740361219199)",CSCL_MN,ST,311.536380805,WASHINGTON ST,6726.0,79614.0
223,"(-74.01520160164192, 40.708456433170255)","(-74.01503205589, 40.70891683134329)",CSCL_MN,ST,174.198770307,WEST ST,80777.0,147412.0
224,"(-74.01520160164192, 40.708456433170255)","(-74.01551283616543, 40.70770669025696)",CSCL_MN,ST,286.459146144,WEST ST,157815.0,282.0
225,"(-74.01262946733641, 40.70500276104251)","(-74.0125872198045, 40.70467069320811)",CSCL_MN,ST,121.547998488,NEW ST,4800.0,96895.0
226,"(-74.01262946733641, 40.70500276104251)","(-74.01332610865533, 40.70503078785605)",CSCL_MN,ST,193.420462515,BEAVER ST,14516.0,138.0
227,"(-74.01262946733641, 40.70500276104251)","(-74.01187330308358, 40.706551406418924)",CSCL_MN,ST,601.910096629,NEW ST,9425.0,96894.0
228,"(-74.01332610865533, 40.70503078785605)","(-74.01325396369612, 40.70587051400866)",CSCL_MN,,309.284773394,BROADWAY,151213.0,540.0
229,"(-74.01332610865533, 40.70503078785605)","(-74.01326979484504, 40.70455349630546)",CSCL_MN,,174.59117491,BROADWAY,141431.0,541.0
230,"(-74.00998418601552, 40.70514773317047)","(-74.00902906502225, 40.705310138471134)",CSCL_MN,ST,271.345686667,BEAVER ST,34178.0,140.0
231,"(-74.00998418601552, 40.70514773317047)","(-74.00986580893488, 40.705796426663284)",CSCL_MN,ST,240.16386487,WILLIAM ST,62060.0,824.0
232,"(-74.00998418601552, 40.70514773317047)","(-74.01032697777617, 40.70476279743807)",CSCL_MN,ST,169.414741262,S WILLIAM ST,34024.0,96892.0
233,"(-74.00998418601552, 40.70514773317047)","(-74.00974639311217, 40.70477524791872)",CSCL_MN,ST,150.875340798,WILLIAM ST,34396.0,825.0
234,"(-74.00902906502225, 40.705310138471134)","(-74.00891993383196, 40.70493975588346)",CSCL_MN,ST,138.292188048,HANOVER ST,7616.0,706.0
235,"(-74.00902906502225, 40.705310138471134)","(-74.00906648911297, 40.70554312488392)",CSCL_MN,ST,85.5157719733,HANOVER ST,17206.0,705.0
236,"(-74.0108007673076, 40.71101740699574)","(-74.01046533974602, 40.711534547246366)",CSCL_MN,ST,210.108935509,CHURCH ST,315973.0,142.0
237,"(-74.0108007673076, 40.71101740699574)","(-74.01123100601572, 40.71036686413968)",CSCL_MN,ST,265.333926285,CHURCH ST,259741.0,143.0
238,"(-74.0108007673076, 40.71101740699574)","(-74.00947357911565, 40.71041254312812)",CSCL_MN,ST,428.88964069,DEY ST,55668.0,99638.0
239,"(-74.01046533974602, 40.711534547246366)","(-74.01012167536024, 40.71208469638947)",CSCL_MN,ST,221.927584236,CHURCH ST,322298.0,144.0
240,"(-74.01046533974602, 40.711534547246366)","(-74.01200200228668, 40.71203406261145)",CSCL_MN,ST,463.255708139,FULTON ST,2482.0,167449.0
241,"(-74.01046533974602, 40.711534547246366)","(-74.00906264791007, 40.710886703619906)",CSCL_MN,ST,454.898685867,FULTON ST,8153.0,145505.0
242,"(-74.01123100601572, 40.71036686413968)","(-74.01240148787123, 40.71087683342282)",CSCL_MN,WAY,373.926684785,CORTLANDT WAY,4217.0,168388.0
243,"(-74.01123100601572, 40.71036686413968)","(-74.00998739189396, 40.709805672090084)",CSCL_MN,ST,400.843571255,CORTLANDT ST,8187.0,576.0
244,"(-74.01012167536024, 40.71208469638947)","(-74.00966812264812, 40.71272457013366)",CSCL_MN,ST,264.872648223,CHURCH ST,352061.0,145.0
245,"(-74.01012167536024, 40.71208469638947)","(-74.01167912914777, 40.712780547092514)",CSCL_MN,ST,500.698320669,VESEY ST,55595.0,91271.0
246,"(-74.01012167536024, 40.71208469638947)","(-74.00860085403332, 40.711392239708985)",CSCL_MN,ST,491.343867963,VESEY ST,84790.0,142424.0
247,"(-74.00966812264812, 40.71272457013366)","(-74.00925467816931, 40.713255806134235)",CSCL_MN,ST,224.937953479,CHURCH ST,358920.0,146.0
248,"(-74.00966812264812, 40.71272457013366)","(-74.01099937071182, 40.713329521319835)",CSCL_MN,ST,429.860987963,BARCLAY ST,1572.0,79619.0
249,"(-74.00966812264812, 40.71272457013366)","(-74.00809981879387, 40.711994403896924)",CSCL_MN,ST,509.706945891,BARCLAY ST,2971.0,79620.0
250,"(-74.00925467816931, 40.713255806134235)","(-74.00883196127769, 40.71379594739109)",CSCL_MN,ST,229.03965886,CHURCH ST,359317.0,147.0
251,"(-74.00925467816931, 40.713255806134235)","(-74.01056054541961, 40.71384627532063)",CSCL_MN,PL,421.113316341,PARK PL,33137.0,145507.0
252,"(-74.00925467816931, 40.713255806134235)","(-74.00766570409206, 40.71253264200684)",CSCL_MN,PL,513.286516307,PARK PL,37864.0,96890.0
253,"(-74.00883196127769, 40.71379594739109)","(-74.00838690878152, 40.71436229358318)",CSCL_MN,ST,240.410607828,CHURCH ST,342346.0,148.0
254,"(-74.00883196127769, 40.71379594739109)","(-74.0101281069129, 40.71438276624638)",CSCL_MN,ST,418.114632434,MURRAY ST,58593.0,83694.0
255,"(-74.00883196127769, 40.71379594739109)","(-74.00722450331105, 40.713055272577165)",CSCL_MN,ST,520.96361329,MURRAY ST,40904.0,83695.0
256,"(-74.00838690878152, 40.71436229358318)","(-74.00793943414322, 40.714926972626124)",CSCL_MN,ST,240.235010282,CHURCH ST,348554.0,149.0
257,"(-74.00838690878152, 40.71436229358318)","(-74.00968975296283, 40.71495099314357)",CSCL_MN,ST,420.05837817,WARREN ST,6747.0,30816.0
258,"(-74.00838690878152, 40.71436229358318)","(-74.00678194887297, 40.71360615223865)",CSCL_MN,ST,523.312497069,WARREN ST,12451.0,30817.0
259,"(-74.00793943414322, 40.714926972626124)","(-74.00923907438933, 40.71552016785521)",CSCL_MN,ST,420.132510978,CHAMBERS ST,7298.0,79665.0
260,"(-74.00793943414322, 40.714926972626124)","(-74.00754375933072, 40.7154328246253)",CSCL_MN,ST,214.469023675,CHURCH ST,350100.0,190257.0
261,"(-74.00793943414322, 40.714926972626124)","(-74.00630969599493, 40.71416582661869)",CSCL_MN,ST,530.113388746,CHAMBERS ST,4300.0,79666.0
262,"(-74.00754375933072, 40.7154328246253)","(-74.0070972885244, 40.71599826551065)",CSCL_MN,ST,240.328314925,CHURCH ST,352310.0,151.0
263,"(-74.00754375933072, 40.7154328246253)","(-74.00882328376777, 40.71601382366898)",CSCL_MN,ST,413.063503444,READE ST,36008.0,91598.0
264,"(-74.00754375933072, 40.7154328246253)","(-74.00588849736322, 40.71467728518714)",CSCL_MN,ST,535.099922487,READE ST,38412.0,91599.0
265,"(-74.0070972885244, 40.71599826551065)","(-74.00667419287026, 40.71653207704187)",CSCL_MN,ST,227.113104994,CHURCH ST,354277.0,152.0
266,"(-74.0070972885244, 40.71599826551065)","(-74.0083783124243, 40.71658749108076)",CSCL_MN,ST,414.960487002,DUANE ST,13589.0,1088.0
267,"(-74.0070972885244, 40.71599826551065)","(-74.00658647809979, 40.715766360243755)",CSCL_MN,ST,164.894921908,DUANE ST,15538.0,1087.0
268,"(-74.00667419287026, 40.71653207704187)","(-74.00624902059795, 40.717075711705675)",CSCL_MN,ST,230.478597197,CHURCH ST,363591.0,153.0
269,"(-74.00667419287026, 40.71653207704187)","(-74.0079570341439, 40.71712230678551)",CSCL_MN,ST,415.57846941,THOMAS ST,13695.0,1097.0
270,"(-74.00667419287026, 40.71653207704187)","(-74.00616688335015, 40.71630137692528)",CSCL_MN,ST,163.835602504,THOMAS ST,23009.0,1096.0
271,"(-74.00624902059795, 40.717075711705675)","(-74.00577729796854, 40.71767664665004)",CSCL_MN,ST,255.017453198,CHURCH ST,367937.0,154.0
272,"(-74.00624902059795, 40.717075711705675)","(-74.00453350110088, 40.71627991256102)",CSCL_MN,ST,556.974490208,WORTH ST,20380.0,79830.0
273,"(-74.00624902059795, 40.717075711705675)","(-74.00753593958213, 40.71766123636275)",CSCL_MN,ST,415.66133823,WORTH ST,16998.0,191133.0
274,"(-74.00577729796854, 40.71767664665004)","(-74.00532369793707, 40.7182733463782)",CSCL_MN,ST,251.140848631,CHURCH ST,487357.0,155.0
275,"(-74.00577729796854, 40.71767664665004)","(-74.00402602619411, 40.71687101718199)",CSCL_MN,ST,567.301288234,LEONARD ST,127667.0,79863.0
276,"(-74.00577729796854, 40.71767664665004)","(-74.00705196327617, 40.71826903918414)",CSCL_MN,ST,414.04570051,LEONARD ST,8641.0,79864.0
277,"(-74.00532369793707, 40.7182733463782)","(-74.0048448675, 40.71885301673626)",CSCL_MN,ST,249.43959054,CHURCH ST,8938.0,156.0
278,"(-74.00532369793707, 40.7182733463782)","(-74.00659361300544, 40.718862178183585)",CSCL_MN,ST,412.243267609,FRANKLIN ST,3197.0,944.0
279,"(-74.00532369793707, 40.7182733463782)","(-74.00517420268149, 40.7190045944156)",CSCL_MN,AVE,269.619801726,AVE OF THE AMERICAS,487315.0,1044.0
280,"(-74.00532369793707, 40.7182733463782)","(-74.00415339140889, 40.71773950960501)",CSCL_MN,ST,378.250237241,FRANKLIN ST,11381.0,945.0
281,"(-74.0048448675, 40.71885301673626)","(-74.00437215011533, 40.71946672443134)",CSCL_MN,ST,259.161189805,CHURCH ST,8962.0,157.0
282,"(-74.0048448675, 40.71885301673626)","(-74.00367664913115, 40.71831776114365)",CSCL_MN,ST,378.017891432,WHITE ST,74630.0,79808.0
283,"(-74.0048448675, 40.71885301673626)","(-74.00517420268149, 40.7190045944156)",CSCL_MN,ST,106.696001117,WHITE ST,75096.0,79809.0
284,"(-74.00437215011533, 40.71946672443134)","(-74.00391758971028, 40.72004031154025)",CSCL_MN,ST,244.023775571,CHURCH ST,9505.0,158.0
285,"(-74.00437215011533, 40.71946672443134)","(-74.00253798721953, 40.71862688307654)",CSCL_MN,ST,593.403528726,WALKER ST,29254.0,938.0
286,"(-74.00437215011533, 40.71946672443134)","(-74.00518616200306, 40.719837466504934)",CSCL_MN,ST,262.982055448,WALKER ST,31383.0,937.0
287,"(-74.00391758971028, 40.72004031154025)","(-74.00351186439296, 40.720556352391796)",CSCL_MN,ST,219.080109572,CHURCH ST,9571.0,159.0
288,"(-74.00391758971028, 40.72004031154025)","(-74.00209161668549, 40.71915339284899)",CSCL_MN,ST,600.508532458,LISPENARD ST,25043.0,96898.0
289,"(-74.00391758971028, 40.72004031154025)","(-74.00520848726799, 40.720628644467155)",CSCL_MN,ST,417.119498905,LISPENARD ST,25527.0,96899.0
290,"(-74.00351186439296, 40.720556352391796)","(-74.00392928359472, 40.72085443455777)",CSCL_MN,ST,158.688490431,CANAL ST,112821.0,662.0
291,"(-74.00351186439296, 40.720556352391796)","(-74.003259551152, 40.72037709525572)",CSCL_MN,ST,95.6915568228,CANAL ST,114986.0,663.0
292,"(-74.01125467663418, 40.707507639991206)","(-74.01187330308358, 40.706551406418924)",CSCL_MN,ST,388.315996803,NEW ST,11940.0,96893.0
293,"(-74.01125467663418, 40.707507639991206)","(-74.01170249917278, 40.70775571315629)",CSCL_MN,ST,153.570649209,WALL ST,138747.0,169.0
294,"(-74.00950279012935, 40.7063789082603)","(-74.00881270660075, 40.70601231098701)",CSCL_MN,ST,233.336146219,WALL ST,27195.0,163.0
295,"(-74.00950279012935, 40.7063789082603)","(-74.00900515727426, 40.7069389218325)",CSCL_MN,ST,246.300514935,WILLIAM ST,53050.0,822.0
296,"(-74.00950279012935, 40.7063789082603)","(-74.00986580893488, 40.705796426663284)",CSCL_MN,ST,234.873683619,WILLIAM ST,95589.0,823.0
297,"(-74.00881270660075, 40.70601231098701)","(-74.00906648911297, 40.70554312488392)",CSCL_MN,ST,184.853831281,HANOVER ST,15611.0,704.0
298,"(-74.00689991891616, 40.70482424351016)","(-74.00629274599441, 40.704233767905684)",CSCL_MN,ST,273.167349781,WALL ST,2620.0,167.0
299,"(-74.00689991891616, 40.70482424351016)","(-74.00610993824033, 40.70435089866508)",CSCL_MN,ST,278.774182498,WALL ST,2151.0,168.0
300,"(-74.00689991891616, 40.70482424351016)","(-74.00621280867381, 40.7053068127227)",CSCL_MN,ST,259.2373812,FRONT ST,77942.0,782.0
301,"(-74.00689991891616, 40.70482424351016)","(-74.00767185497925, 40.70428461719277)",CSCL_MN,ST,290.62094767,FRONT ST,74747.0,783.0
302,"(-74.00629274599441, 40.704233767905684)","(-74.00610993824033, 40.70435089866508)",CSCL_MN,ST,66.258158138,SOUTH ST,16223.0,79683.0
303,"(-74.00629274599441, 40.704233767905684)","(-74.00704712676601, 40.70375038372037)",CSCL_MN,ST,273.430567749,SOUTH ST,12273.0,79684.0
304,"(-74.00610993824033, 40.70435089866508)","(-74.00541669474708, 40.7048027555884)",CSCL_MN,ST,253.073216922,SOUTH ST,22306.0,79696.0
305,"(-74.01170249917278, 40.70775571315629)","(-74.01124834965124, 40.70830470124541)",CSCL_MN,,236.344952296,BROADWAY,369224.0,535.0
306,"(-73.99332519843287, 40.77283147903497)","(-73.98851184957837, 40.77959675363076)",CSCL_MN,AVE,2802.3165713,12 AVE,34749.0,180.0
307,"(-73.99332519843287, 40.77283147903497)","(-73.9934904641407, 40.772928904759446)",CSCL_MN,ST,57.9478239918,W 59 ST,17394.0,79382.0
308,"(-73.99332519843287, 40.77283147903497)","(-73.99420752546703, 40.77150541873989)",CSCL_MN,AVE,542.310919941,12 AVE,36489.0,181.0
309,"(-73.99332519843287, 40.77283147903497)","(-73.9932034718281, 40.77277980988985)",CSCL_MN,ST,38.6149484069,W 59 ST,21292.0,79378.0
310,"(-73.98851184957837, 40.77959675363076)","(-73.98730772854314, 40.78104130328781)",CSCL_MN,AVE,623.75022997,12 AVE,6726.0,132104.0
311,"(-73.98851184957837, 40.77959675363076)","(-73.98855813501616, 40.77972852581768)",CSCL_MN,,50.0036486491,HUDSON RIVER GREENWAY,54525.0,132106.0
312,"(-73.98851184957837, 40.77959675363076)","(-73.9886129394126, 40.77816540361912)",CSCL_MN,,540.332200708,HUDSON RIVER GREENWAY,21046.0,132103.0
313,"(-73.99420752546703, 40.77150541873989)","(-73.99365606188508, 40.772145962401034)",CSCL_MN,AVE,279.985916889,12 AVE,8966.0,183.0
314,"(-73.99420752546703, 40.77150541873989)","(-73.99440976235653, 40.77068507068015)",CSCL_MN,AVE,304.084206954,12 AVE,44630.0,182.0
315,"(-73.99420752546703, 40.77150541873989)","(-73.99381726222295, 40.77133032970806)",CSCL_MN,ST,125.515481971,W 57 ST,399.0,79963.0
316,"(-73.99440976235653, 40.77068507068015)","(-73.9946974171358, 40.77076752529777)",CSCL_MN,ST,86.004814426,W 56 ST,3255.0,3991.0
317,"(-73.99440976235653, 40.77068507068015)","(-73.99453226315117, 40.76993286816395)",CSCL_MN,AVE,276.145005981,12 AVE,43629.0,173030.0
318,"(-73.99440976235653, 40.77068507068015)","(-73.99422912573793, 40.77061003158294)",CSCL_MN,ST,57.0160920734,W 56 ST,10188.0,3990.0
319,"(-73.99365606188508, 40.772145962401034)","(-73.9932034718281, 40.77277980988985)",CSCL_MN,AVE,262.76257303,12 AVE,7954.0,184.0
320,"(-73.99365606188508, 40.772145962401034)","(-73.99091307553007, 40.77098775903553)",CSCL_MN,ST,869.078442941,W 58 ST,4576.0,16757.0
321,"(-73.9932034718281, 40.77277980988985)","(-73.99175793844428, 40.77216614451512)",CSCL_MN,ST,458.578242004,W 59 ST,31412.0,184131.0
322,"(-73.99484913485443, 40.76925680279201)","(-73.99453226315117, 40.76993286816395)",CSCL_MN,AVE,261.743037953,12 AVE,42761.0,186.0
323,"(-73.99484913485443, 40.76925680279201)","(-73.99432811729537, 40.76984607667597)",CSCL_MN,AVE,267.00946861,12 AVE,238000.0,187.0
324,"(-73.99484913485443, 40.76925680279201)","(-73.99505523426038, 40.76934417861543)",CSCL_MN,ST,65.36427578,W 54 ST,156172.0,80025.0
